Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;;
CONTRALORIA MUNICIPAL DE PALMIRA;800183276;Valle del Cauca;Palmira;;
HYDROS MOSQUERA S. EN C.A. ESP;830109584;No Definido;No Definido;;
CENTRAL ADMINISTRATIVA Y CONTABLE DE CUCUTA;900063431;Norte de Santander;Cúcuta;;
DIGSA - JEFATURA  SALUD FUERZA AÉREA COLOMBIANA;8300396705;Atlántico;Malambo;;
MUNICIPIO DE COLON GENOVA NARIÑO;800019816;Nariño;Colón;;
MUNICIPIO DE TOCAIMA;800093439;Distrito Capital de Bogotá;No Definido;;
EMPRESA DE RENOVACION Y DESARROLLO URBANO DE BOGOTA D.C;830144890;Distrito Capital de Bogotá;Bogotá;;
CONTRALORIA MUNICIPAL DE GIRON;901100944;Santander;Girón;;
Alcaldía Municipal de Socha;800099210;Boyacá;Socha;;
CONTRALORIA GENERAL DE LA REPUBLICA - CGR - UNIDAD DE SEGUIMIENTO Y AUDITORIA REGALIAS;899999067;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD DE SAN GIL SANTANDER - INPEC;804003933;Santander;San Gil;;
MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA;899999433;Cundinamarca;Funza;;
FONDO MIXTO DE PROMOCIÓN DE LA CULTURA Y LAS ARTES DEL VALLE DEL CAUCA REPUBLICA DE COLOMBIA;800214426;Valle del Cauca;Cali;;
EMPRESA SOCIAL DEL ESTADO DE SAN BENITO SANTANDER;804015069;Boyacá;Tunja;;
ESE SAN ANTONIO DE ANOLAIMA;832001465;Cundinamarca;Anolaima;;
SENA REGIONAL SANTANDER Grupo Administrativo CATA;899999034;Santander;Málaga;;
DEPARTAMENTO DE POLICÍA GUAVIARE;800252722;Guaviare;San José Del Guaviare;;
ALCALDIA MUNICIPIO DE OIBA;890210948;Santander;Oiba;;
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL SAN ANDRES;899999034;San Andrés, Providencia y Santa Catalina;San Andrés;;
MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE;830115395;Distrito Capital de Bogotá;Bogotá;;
PROCURADURIA GENERAL DE LA NACION;899999119;Distrito Capital de Bogotá;Bogotá;;
CAJA DE LA VIVIENDA POPULAR;899999074;Distrito Capital de Bogotá;Bogotá;;
ESCUELA DE CADETES DE POLICIA GENERAL FRANCISCO DE PAULA SANTANDER;800127508;No Definido;No Definido;;
POLICIA METROPOLITANA DE PEREIRA;900360623;Risaralda;Pereira;;
ALCALDIA MUNICIPIO DE ELIAS  HUILA;8911801328;No Definido;No Definido;;
ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ  INTENDENTE MARITZA BONILLA RUIZ;808000859;Cundinamarca;Fusagasugá;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO SAN ANDRES INPEC;827000237;San Andrés, Providencia y Santa Catalina;San Andrés;;
CONTRALORIA GENERAL DE MEDELLIN;811026988;Antioquia;Medellín;;
FONDO DE DESARROLLO LOCAL DE LA CANDELARIA;899999061;No Definido;No Definido;;
ALCALDIA MUNICIPIO DE UMBITA;800099631;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS.;890982138;No Definido;No Definido;;
INSTITUCION EDUCATIVA MUNICIPAL LICEO CENTRAL DE NARIÑO;891200688;Nariño;Pasto;;
PERSONERIA MUNICIPAL DE AGUAZUL;844000196;Arauca;Arauca;;
MUNICIPIO DE SAN ALBERTO;800096619;Cesar;San Alberto;;
ALCALDIA MUNICIPAL DE MALAGA;890205229;Santander;Málaga;;
INSTITUCION EDUCATIVA MUNICIPAL  SANTA TERESITA;814000786;Nariño;Pasto;;
MUNICIPIO DE RIO DE ORO;892300123;Cesar;Río De Oro;;
MUNICIPIO DE CONCEPCION;800104060;No Definido;No Definido;;
SENA REGIONAL ANTIOQUIA Grupo de Apoyo Administrativo Mixto;899999034;Antioquia;Medellín;;
MUNICIPIO DE SAN JOSE DE CUCUTA;890501434;Norte de Santander;Cúcuta;;
INSTITUTO DEPARTAMENTAL DEL DEPORTE; LA EDUCACION FISICA; LA RECREACION Y EL APROVECHAMIENTO DEL TIEMPO LIBRE DEL HUILA;813005578;Huila;Neiva
EJERCITO NACIONAL - DIRECCIÓN DE ADQUISICIONES;800130632;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE BOAVITA;891856294;Boyacá;Boavita;;
SECRETARIA DE MOVILIDAD Y TRANSPORTE;890399029;Valle del Cauca;Cali;;
ALCALDIA MUNICIPIO DE MONIQUIRA;800099662;Boyacá;Moniquirá;;
ALCALDIA MUNICIPAL PARATEBUENO;800074120;Distrito Capital de Bogotá;No Definido;;
INSTITUCIÓN EDUCATIVA FEDERICO GARCIA LORCA;830036283;No Definido;No Definido;;
SENA REGIONAL CALDAS Grupo Administrativo CPA;899999034;Caldas;La Dorada;;
SENA REGIONAL META Grupo de Apoyo Administrativo Mixto;899999034;Meta;Villavicencio;;
ALCALDIA CERRITO SANTANDER;890209889;Santander;Cerrito;;
MUNICIPIO DE LA CAPILLA;800099665;Boyacá;No Definido;;
DEPARTAMENTO DE CUNDINAMARCA - SECRETARIA DE EDUCACION;899999114;Distrito Capital de Bogotá;No Definido;;
ALCALDIA MUNICIPAL DE NUNCHIA;800099425;No Definido;No Definido;;
SENA REGIONAL VALLE Grupo Administrativo CTA;899999034;Valle del Cauca;Cartago;;
INSTITUCION EDUCATIVA TECNICA COMERCIAL E INDUSTRIAL DE PALMAR DE VARELA;890105087;Atlántico;Palmar De Varela;;
MUNICIPIO DE UBATE;899999281;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE AGUACHICA INPEC;824000857;Cesar;Aguachica;;
BIBLIOTECA PUBLICA PILOTO DE MEDELLIN PARA AMERICA LATINA;8909801501;Antioquia;Medellín;;
ALCALDIA MUNICIPAL DE TIBIRITA;800094782;No Definido;No Definido;;
BATALLÓN DE INGENIEROS No 18 'GENERAL RAFAEL NAVAS PARDO';834000487;Arauca;Tame;;
COMANDO DE APOYO LOGÍSTICO DE INFANTERIA DE MARINA;830027117;Distrito Capital de Bogotá;No Definido;;
CONTRALORIA MUNICIPAL DE BELLO;811040805;Antioquia;Bello;;
ESE HOSPITAL LOCAL DE PUERTO LIBERTADOR EL DIVINO NIÑO;812003382;No Definido;No Definido;;
ESTABLECIMIENTO CARCELARIO DE SABANALARGA;802005115;Atlántico;Sabanalarga;;
ALCALDIA MUNICIPAL PROVIDENCIA Y SANTA CATALINA ISLAS;800103021;San Andrés, Providencia y Santa Catalina;No Definido;;
INSTITUTO DISTRITAL DE LAS ARTES;900413030;No Definido;No Definido;;
UNIDAD ADMINISTRATIVA ESPECIAL ESTUDIO DE GRABACION TAKESHIMA;8050210222;Valle del Cauca;Cali;;
ARCHIVO GENERAL DE LA NACION;800128835;Distrito Capital de Bogotá;Bogotá;;
FONDO NACIONAL AMBIENTAL - ANLA;830025267;Distrito Capital de Bogotá;No Definido;;
INSTITUTO DEPARTAMENTAL PARA LA RECREACION Y EL DEPORTE DE CUNDINAMARCA;900294884;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO DE CASAS FISCALES DE EJERCITO;860041247;No Definido;No Definido;;
TEATRO MUNICIPAL ENRIQUE BUENAVENTURA;800178575;No Definido;No Definido;;
GOBERNACION DEL VALLE - SECRETARIA DE CONVIVENCIA Y SEGURIDAD CIUDADANA;890399029;Valle del Cauca;Cali;;
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE);899999027;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL VALLE;899999069;Valle del Cauca;Palmira;;
DIRECCION NACIONAL DE INTELIGENCIA;900475460;Distrito Capital de Bogotá;Bogotá;;
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC CONVENIOS;900973540;Distrito Capital de Bogotá;Bogotá;;
INSTITUTO DEPARTAMENTAL DEL DEPORTE DE LA GUAJIRA I.D.D.G;82500127;La Guajira;Riohacha;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CARTAGENA;890480218;Bolívar;Cartagena;;
EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO LOTERIA DEL TOLIMA;809008775;No Definido;No Definido;;
SECRETARIA DISTRITAL DE SEGURIDAD; CONVIVENCIA Y JUSTICIA;899999061;Distrito Capital de Bogotá;Bogotá;
INSTITUCION EDUCATIVA COLEGIO FRANCISCO ARANGO;822001021;No Definido;No Definido;;
BANCO AGRARIO DE COLOMBIA S.A.;800037800;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA MUNICIPAL SANTA TERESITA;814000786;Nariño;Pasto;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE YOPAL - INPEC;844000729;No Definido;No Definido;;
INSTITUCION EDUCATIVA SIMÓN BOLÍVAR CORREGIMIENTO MONTAÑAS EL TOTUMO PAZ DE ARIPORO;844001484;Casanare;Paz De Ariporo;;
Rama Judicial - Dirección Seccional de Administración Judicial de Ibagué;8001659455;Tolima;Ibagué;;
MUNICIPIO SAN JOSE DE LA MONTAÑA;800022618;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE FUSAGASUGA;808000716;Cundinamarca;Fusagasugá;;
ALCALDIA MUNICIPIO DE VELEZ;890205677;No Definido;No Definido;;
LA PREVISORA S.A. COMPAÑÍA DE SEGUROS;860002400;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA RURAL SAN FRANCISCO DE ASIS;900082675;Antioquia;Jericó;;
CAUDALES DE COLOMBIA SAS ESP;830094833;No Definido;No Definido;;
ESE HOSPITAL SAN ANTONIO DE GUATAVITA;860035447;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE TAMESIS;811010121;Antioquia;Támesis;;
ALCALDIA DE APARTADO;890980095;No Definido;No Definido;;
Alcaldia Municipal de Polonuevo;800076751;No Definido;No Definido;;
IE JOSE FELIX RESTREPO;805027629;Valle del Cauca;Restrepo;;
CONTRALORIA GENERAL DE LA REPUBLICA GERENCIA COLEGIADA CAQUETA;899999067;Caquetá;Florencia;;
ALCALDIA DE CARTAGENA LOCALIDAD DE LA VIRGEN Y TURISTICA;8904801842;Bolívar;Cartagena;;
ICBF REGIONAL VAUPES;899999239;Vaupés;Mitú;;
INSTITUCION EDUCATIVA DEPARTAMENTAL ENRIQUE SANTOS MONTEJO;800030229;Cundinamarca;Tenjo;;
INSTITUTO MUNICIPAL DE CULTURA; RECREACIÓN Y DEPORTE DE ITAGUI;901364194;Antioquia;Itagui;
CONTRALORIA GENERAL DE LA REPUBLICA - GERENCIA DEPARTAMENTAL CHOCO;899999067;Chocó;Quibdó;;
MUNICIPIO DE CAJAMARCA;890700859;No Definido;No Definido;;
MUNICIPIO DE BOYACA;800023383;No Definido;No Definido;;
Cárcel y Penitenciaria con Alta y Media Seguridad La Paz;811010070;Antioquia;Itagui;;
INSTITUCION EDUCATIVA INSTITUTO TERESIANO;814002829;Nariño;Túquerres;;
INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE CAJICA;800185515;Cundinamarca;Cajicá;;
MUNICIPIO DE TIBANA;8918008603;No Definido;No Definido;;
CONTRALORIA GENERAL DE LA REPUBLICA - CGR - GERENCIA DEPARTAMENTAL MAGDALENA;899999067;Magdalena;Santa Marta;;
INSTITUCION EDUCATIVA TECNICO COMERCIAL JOSE EUSTASIO RIVERA;800153666;No Definido;No Definido;;
ALCALDIA MUNICIPAL CUASPUD CARLOSAMA;800099070;Nariño;Cuaspud;;
EMPRESAS PUBLICAS DE CUNDINAMARCA S.A. ESP;900222346;Distrito Capital de Bogotá;Bogotá;;
FONDO DE VIGILANCIA Y SEGURIDAD DE BOGOTÁ D.C EN LIQUIDACIÓN;860526499;Distrito Capital de Bogotá;Bogotá;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO ANSERMA CALDAS;810001374;Caldas;Anserma;;
PERSONERIA MUNICIPAL DE CHITARAQUE;800034476;No Definido;No Definido;;
DEPARTAMENTO DE POLICIA SAN ANDRES; PROVIDENCIA Y SANTA CATALINA;800141053;San Andrés, Providencia y Santa Catalina;No Definido;
INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN;800194096;No Definido;No Definido;;
RED DE SALUD DEL SURORIENTE EMPRESA SOCIAL DEL ESTADO;805027338;Valle del Cauca;Cali;;
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC REGIONAL NORTE;802008282;Atlántico;Barranquilla;;
CONTRALORIA  GENERAL DEL QUINDIO;890003017;Quindío;Armenia;;
ICBF REGIONAL SANTANDER;8999992391;Santander;Bucaramanga;;
CONTRALORIA GENERAL DE LA REPUBLICA - CGR DEPARTAMENTAL PUTUMAYO;899999067;Putumayo;Mocoa;;
DIRECCION TERRITORIAL DE SUCRE DE MINISTERIO DEL TRABAJO;823003505;Sucre;Sincelejo;;
INPEC-RECLUSION DE MUJERES DE PEREIRA;816001925;Risaralda;Dosquebradas;;
ALCALDIA MUNICIPAL EL RETORNO GUAVIARE;800191427;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DEL TEQUENDAMA;900036553;Cundinamarca;San Antonio Del Tequendama;;
SENA REGIONAL CUNDINAMARCA Grupo de Apoyo Administrativo Mixto;899999034;Cundinamarca;Anolaima;;
ALCALDIA MUNICIPAL DE MURILLO;800010350;No Definido;No Definido;;
ALCALDIA DE EL CARMEN DE BOLIVAR;890480022;No Definido;No Definido;;
MUNICIPIO LA PALMA;899999369;No Definido;No Definido;;
INSTITUTO PARA EL FOMENTO DEL DEPORTE; LA RECREACION; EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION FISICA DE BARRANCABERMEJA;829000477;Santander;Barrancabermeja
INSTITUCION EDUCATIVA LAURELES;809011608;Tolima;Ibagué;;
SECRETARIA DE COMPETITIVIDAD Y DESARROLLO ECONOMICO DE CUNDINAMARCA;899999114;No Definido;No Definido;;
INSTITUTO DE FINANCIAMIENTO; PROMOCION Y DESARROLLO DE IBAGUÉ;890700755;No Definido;No Definido;
INSTITUCION EDUCATIVA SANTO DOMINGO VIDAL;8001898142;Córdoba;Chimá;;
ALCALDIA MUNICIPAL DE CACHIRA;890501776;No Definido;No Definido;;
ICBF REGIONAL TOLIMA;899999239;Tolima;Ibagué;;
AGENCIA DE EDUCACIÓN POSTSECUNDARIA DE MEDELLÍN - SAPIENCIA;900602106;Antioquia;Medellín;;
ALCALDIA MUNICIPAL TAUSA;899999481;Cundinamarca;Tausa;;
ALCALDIA DE BUSBANZA - BOYACA;800099714;No Definido;No Definido;;
CENAC - POPAYAN -SAN;900156335;Cauca;Popayán;;
BANCO DE LA REPUBLICA;860005216;No Definido;No Definido;;
Alcaldía Municipal de Gachalá;800094671;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE JERICO;811010104;Antioquia;Jericó;;
SUBCUENTA DEL SISTEMA DE PARQUES NACIONALES NATURALES DEL FONDO NACIONAL AMBIENTAL -FONAM DTCA;901037393;Magdalena;Santa Marta;;
MUNICIPIO DE GARAGOA;800025608;Boyacá;Garagoa;;
BATALLON DE APOYO DE SERVICIOS PARA EL COMBATE NO 26;838000326;Amazonas;Leticia;;
COMPLEJO CARCELARIO Y PENITENCIARIO EL PEDREGAL DE MEDELLIN;811010134;Antioquia;No Definido;;
REGIONAL DE ASEGURAMIENTO EN SALUD No. 4 según la Resolución No. 05644 del 10/12/2019;805022186;Valle del Cauca;Cali;;
DEPARTAMENTO DE POLICIA SUCRE;800141100;Sucre;Sincelejo;;
HOSPITAL ROBERTO QUINTERO VILLA E.S.E;890000400;Quindío;Armenia;;
ALCALDÍA MUNICIPIO DE RIOSUCIO CHOCÓ;891680079;No Definido;No Definido;;
MUNICIPIO DE TIMBIO;891500742;Cauca;No Definido;;
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO PUERTO TEJADA;817001031;Cauca;Puerto Tejada;;
DEPARTAMENTO DEL ATLANTICO;890102006;Atlántico;Barranquilla;;
HOSPITAL UNIVERSITARIO LA SAMARITANA;899999032;No Definido;No Definido;;
ALCALDÍA MUNICIPIO DE CONDOTO;8916800579;No Definido;No Definido;;
LICEOS DEL EJERCITO;800130640;Caldas;Manizales;;
DEPARTAMENTO DE POLICIA CUNDINAMARCA;800140611;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL BOYACA;899999069;Boyacá;Cubará;;
LA GUAJIRA - ALCALDÍA MUNICIPIO DE MAICAO;892120020;La Guajira;Maicao;;
ALCALDIA DE CONCORDIA;819003225;No Definido;No Definido;;
DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL;900039533;No Definido;No Definido;;
INSTITUTO COLOMBIANO PARA LA EVALUACIÓN DE LA EDUCACIÓN - ICFES;860024301;Distrito Capital de Bogotá;No Definido;;
ALCALDIA MUNICIPAL DE CLEMENCIA BOLIVAR;806000701;No Definido;No Definido;;
ALCALDIA LOCAL DE KENNEDY;899999061;Distrito Capital de Bogotá;Bogotá;;
MUNICIPIO DE ARBELAEZ;8000933868;Cundinamarca;Arbeláez;;
RECLUSIÓN DE MUJERES DE BOGOTA;830032895;Distrito Capital de Bogotá;Bogotá;;
ALCALDÍA MUNICIPAL SAN JUAN DE RIOSECO;899999422;Distrito Capital de Bogotá;Bogotá;;
POLICÍA METROPOLITANA DE TUNJA;9008012094;Boyacá;Tunja;;
MUNICIPIO DE MILAN;800067452;Caquetá;Milán;;
ALCALDIA MUNICIPIO DE ANOLAIMA;899999426;No Definido;No Definido;;
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DEL MUNICIPIO DEL EL ESPINAL;900326035;Tolima;Espinal;;
Gobernacion Norte de Santander;800103927;Norte de Santander;Cúcuta;;
CORPORACION AGENCIA NACIONAL DE GOBIERNO DIGITAL;901144049;No Definido;No Definido;;
Fundación Empresas Públicas de Medellín;8110248033;Antioquia;Medellín;;
AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS;9004839910;No Definido;No Definido;;
Rama Judicial  Dirección Seccional de Administración Judicial de Valledupar;800165854;Cesar;Valledupar;;
DIRECCIÓN DE CARABINEROS Y SEGURIDAD RURAL;900192793;Distrito Capital de Bogotá;No Definido;;
CONTRALORIA GENERAL DE SANTIAGO DE CALI;800217831;Valle del Cauca;Cali;;
MUNICIPIO DE TUNJA;891800846;Boyacá;Tunja;;
PERSONERIA MUNICIPAL SAN JOSE DE LA MONTAÑA;8000226188;Antioquia;San José De La Montaña;;
LA PROVINCIA ADMINISTRATIVA Y DE PLANEACION  PAP-DEL AGUA; BOSQUES Y EL TURISMO;901226580;Antioquia;Marinilla;
FONDO ROTATORIO DEL DANE (FONDANE);800072977;Distrito Capital de Bogotá;Bogotá;;
CONCEJO MUNICIPAL DE TUNJA;820000349;Boyacá;Tunja;;
COMANDO AEREO DE COMBATE No.3;800141629;Atlántico;Malambo;;
ALCALDIA MUNICIPAL DE ZAMBRANO;890481177;No Definido;No Definido;;
MUNICIPIO DE JERICO - ANTIOQUIA;890981069;No Definido;No Definido;;
ESCUELA DE CARABINEROS PROVINCIA DE VELEZ MAYOR GENERAL MANUEL JOSE LOPEZ GOMEZ;804003971;Santander;Vélez;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA - META;822001393;Meta;Granada;;
Rama Judicial  Dirección Seccional de Administración Judicial de Popayán;800165853;Cauca;No Definido;;
FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;900258772;No Definido;No Definido;;
POLICIA METROPOLITANA DE IBAGUE - UPRES TOLIMA;800141397;Tolima;Ibagué;;
Alcaldía Sabana de Torres;890204643;No Definido;No Definido;;
CONTRALORIA MUNICIPAL DE SOLEDAD - ATLÁNTICO;800199741;Atlántico;Soledad;;
MUNICIPIO DE GUAYATA;891800896;Boyacá;No Definido;;
BARBARA IVONNE LINARES RODRIGUEZ;40330032;No Definido;No Definido;;
CONTRALORIA GENERAL DE LA REPUBLICA;899999067;No Definido;No Definido;;
INSTITUTO PARA LA INVESTIGACIÓN EDUCATIVA Y EL DESARROLLO PEDAGÓGICO - IDEP;830007738;Distrito Capital de Bogotá;No Definido;;
INSTITUTO DEPARTAMENTAL DE DEPORTES DE LA GUAJIRA;825001274;No Definido;No Definido;;
HOSPITAL REGIONAL DE II NIVEL DE SAN MARCOS EMPRESA SOCIAL DEL ESTADO;800191643;Sucre;San Marcos;;
SECRETARÍA DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES - DEPARTAMENTO DE CUNDINAMARCA;8999991142;Distrito Capital de Bogotá;No Definido;;
SECRETARIA DISTRITAL DE PLANEACION;899999061;No Definido;No Definido;;
CORPORACION ASAMBLEA DEPARTAMENTAL DE CALDAS;810002778;Caldas;Manizales;;
MUNICIPIO DE TAME;800102801;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - ICA SECCIONAL NORTE DE SANTANDER;8999990697;Norte de Santander;Cúcuta;;
CONTRALORIA GENERAL DE LA REPUBLICA-CGR- GERENCIA DEPARTAMENTAL BOYACA;899999067;Boyacá;Tunja;;
ESCUELA TALLER CARTAGENA DE INDIAS;800169265;No Definido;No Definido;;
MUNICIPIO DE SANTIAGO DE CALI - SECRETARIA DEL DEPORTE Y LA RECREACIÓN;890399011;No Definido;No Definido;;
SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.;900959048;No Definido;No Definido;;
GOBERNACION DEL VALLE- SECRETARIA DE MUJER; EQUIDAD DE GENERO Y DIVERSIDAD SEXUAL;890399029;Valle del Cauca;Cali;
MUNICIPIO DE ABREGO;890504612;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SANTA ROSA DE VITERBO - INPEC;826000802;Distrito Capital de Bogotá;Bogotá;;
INSTITUCION EDUCATIVA SANTA JUANA DE LESTONNAC;800032259;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE DUIT;826000821;Boyacá;No Definido;;
MUNICIPIO DE GUEPSA;890207790;No Definido;No Definido;;
ICBF REGIONAL HUILA;899999239;Huila;Neiva;;
ESE HOSPITAL LOCAL DE SITIONUEVO;819001363;Magdalena;Sitionuevo;;
INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL INTEGRADA VALLE DE TENJO;900018057;Cundinamarca;Tenjo;;
CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PERSONAL;900385079;Distrito Capital de Bogotá;Bogotá;;
ALCALDIA LOCAL RAFAEL URIBE URIBE;899999061;No Definido;No Definido;;
MUNICIPIO DE QUIMBAYA;8900006134;Quindío;Quimbaya;;
ALCALDIA MUNICIPAL DE SUSA;899999700;No Definido;No Definido;;
MINISTERIO DEL TRABAJO NIVEL CENTRAL;830115226;No Definido;No Definido;;
MUNICIPIO DE SOMONDOCO;800029826;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO;899999164;No Definido;No Definido;;
ALCALDÍA MUNICIPAL DE COPACABANA;890980767;No Definido;No Definido;;
MUNICIPIO DE ALMEIDA;891801281;No Definido;No Definido;;
INSTITUTO NACIONAL DE SALUD;899999403;Distrito Capital de Bogotá;Bogotá;;
FISCALÍA GENERAL DE LA NACIÓN REGIONAL CENTRO SUR;800187590;Tolima;Ibagué;;
MUNICIPIO DE MONTERIA;800096734;Córdoba;Montería;;
CONTRALORIA GENERAL DE SANTANDER;890201705;Santander;Bucaramanga;;
ALCALDIA DE BECERRIL CESAR;800096576;Cesar;Becerril;;
DIRECCIÓN CENTRO DE REHABILITACIÓN INCLUSIVA;900894833;No Definido;No Definido;;
EMPRESA DE VIVIENDA DE ANTIOQUIA-VIVA;811032187;Antioquia;No Definido;;
ALCALDIA MUNICIPAL DE GINEBRA;800100520;No Definido;No Definido;;
INSTITUCION EDUCATIVA MARIA EMMA MENDOZA;825001049;La Guajira;San Juan Del Cesar;;
SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS;800250984;No Definido;No Definido;;
ALCALDIA MUNICIPAL DE GACHETA;899999331;No Definido;No Definido;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MEDELLIN;811009884;Antioquia;Bello;;
POLICIA METROPOLITANA DE BARRANQUILLA;900263078;Atlántico;Barranquilla;;
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BARRANCABERMEJA;829000754;Santander;Barrancabermeja;;
ALCALDIA MUNICIPAL DE IBAGUE - IBAGUE;800113389;No Definido;No Definido;;
MUNICIPIO DE CHIQUINQUIRA;891800475;Boyacá;Chiquinquirá;;
INSTITUTO MUNICIPAL DE CULTURA Y TURISMO DE CAJICA;900132302;Cundinamarca;Cajicá;;
RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO;805027287;Valle del Cauca;Cali;;
PERSONERIA MUNICIPAL DE SAN ANTONIO DEL TEQUENDAMA;860527046;No Definido;No Definido;;
COMPAÑIA DE SEGUROS DE VIDA COLMENA;800226175;Distrito Capital de Bogotá;Bogotá;;
Instituto Municipal de Cultura y Turismo de Bucaramanga;890204594;Santander;Bucaramanga;;
E.S.E. HOSPITAL SAN RAFAEL DE JERICO;890980765;Antioquia;Jericó;;
ICBF REGIONAL NARIÑO;899999239;Nariño;Pasto;;
INSTITUCION EDUCATIVA TECNICA ANTONIO NARIÑO DE MONIQUIRA;891800615;Boyacá;Moniquirá;;
DIRECCIÓN TERRITORIAL DE NARIÑO;8070006594;Nariño;Pasto;;
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS;900498879;No Definido;No Definido;;
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN CAYETANO DE CONFINES;804012398;Santander;Confines;;
ALCALDÍA MUNICIPIO DE CÓRDOBA - QUINDIO;890001061;No Definido;No Definido;;
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL  AMAZONAS;899999069;Amazonas;Leticia;;
INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ;835001816;Valle del Cauca;No Definido;;
MUNICIPIO DE MACANAL;891801129;No Definido;No Definido;;
MUNICIPIO DE TARQUI;891180211;No Definido;No Definido;;
INSTITUCION ETNOEDUCATIVA RURAL INTERNADO INDIGENA DUMINGUEKA;900298951;La Guajira;Dibulla;;
AGENCIA NACIONAL DEL ESPECTRO;900334265;Distrito Capital de Bogotá;Bogotá;;
UNIDAD PARA LA BUSQUEDA DE PERSONAS DADAS POR DESAPARECIDAS EN EL CONTEXTO Y EN RAZÓN DEL CONFLICTO ARMADO;901158482;Distrito Capital de Bogotá;Bogotá;;
CORPORACION PARA EL DESARROLLO Y LA PRODUCTIVIDAD BOGOTA REGION;9001066910;Distrito Capital de Bogotá;No Definido;;
SENA REGIONAL GUAVIARE;899999034;Guaviare;San José Del Guaviare;;
INSTITUTO TECNOLOGICO  METROPOLITANO;800214750;No Definido;No Definido;;
